org.eclipse.emf.codegen.util.CodeGenUtil	public static Set<java.lang.String> getJavaDefaultTypes() 	result	B2	0/88
org.eclipse.emf.codegen.ecore.genmodel.impl.GenBaseImpl.GIFEmitter	protected byte[] generateGIF(java.lang.String, java.lang.String) 	content	B2	0/26
org.eclipse.emf.codegen.ecore.genmodel.impl.GenBaseImpl.GIFEmitter	protected byte[] generateGIF(java.lang.String, java.lang.String) 	content	B3	0/25
org.eclipse.emf.codegen.util.GIFEmitter	public byte[] generateGIF(java.lang.String, java.lang.String) 	content	B2	0/26
org.eclipse.emf.codegen.util.GIFEmitter	public byte[] generateGIF(java.lang.String, java.lang.String) 	content	B3	0/25
org.eclipse.emf.edit.ui.provider.ImageDataSynthesizer	public java.io.InputStream generateGIF(java.lang.String, java.lang.String) 	content	B2	0/26
org.eclipse.emf.edit.ui.provider.ImageDataSynthesizer	public java.io.InputStream generateGIF(java.lang.String, java.lang.String) 	content	B3	0/25
org.eclipse.emf.edit.provider.ReflectiveItemProvider	protected void collectNewChildDescriptors(Collection<java.lang.Object>, java.lang.Object) 	newChildDescriptors	B1	0/26
org.eclipse.emf.edit.provider.ReflectiveItemProvider	protected void collectNewChildDescriptors(Collection<java.lang.Object>, java.lang.Object) 	newChildDescriptors	B2	0/25
org.eclipse.emf.edit.provider.ReflectiveItemProvider	protected void collectNewChildDescriptors(Collection<java.lang.Object>, java.lang.Object) 	newChildDescriptors	B3	0/24
org.eclipse.emf.ecore.change.impl.ChangeDescriptionImpl	protected Map<org.eclipse.emf.ecore.EObject,org.eclipse.emf.ecore.change.impl.ChangeDescriptionImpl.OldContainmentInformation> getOldContainmentInformation() 	containmentInformation	B2	0/26
org.eclipse.emf.ecore.change.impl.ChangeDescriptionImpl	protected Map<org.eclipse.emf.ecore.EObject,org.eclipse.emf.ecore.change.impl.ChangeDescriptionImpl.OldContainmentInformation> getOldContainmentInformation() 	containmentInformation	B3	0/25
org.eclipse.emf.converter.ModelConverter	public void makeEPackageConvertDataUnique() 	packageInfo	B3	0/25
org.eclipse.emf.converter.ModelConverter	public void makeEPackageConvertDataUnique() 	packageInfo	B4	0/24
org.eclipse.emf.converter.ModelConverter	public void makeEPackageConvertDataUnique() 	packageInfo	B11	0/15
org.eclipse.emf.converter.ModelConverter	public void makeEPackageConvertDataUnique() 	packageInfo	B12	0/14
org.eclipse.emf.codegen.ecore.genmodel.generator.GenBaseGeneratorAdapter.EclipseHelper	public static boolean ensureProjectExists(java.lang.String, java.lang.Object, java.lang.Object, boolean, org.eclipse.emf.common.util.Monitor) 	genPackage	B24	0/25
org.eclipse.emf.codegen.ecore.genmodel.generator.GenBaseGeneratorAdapter.EclipseHelper	public static boolean ensureProjectExists(java.lang.String, java.lang.Object, java.lang.Object, boolean, org.eclipse.emf.common.util.Monitor) 	genPackage	B28	0/19
org.eclipse.emf.ecore.change.util.ListDifferenceAnalyzer	protected void createListChanges(EList<java.lang.Object>, EList<?>, EList<org.eclipse.emf.ecore.change.ListChange>) 	i	B2	0/24
org.eclipse.emf.ecore.change.util.ListDifferenceAnalyzer	protected void createListChanges(EList<java.lang.Object>, EList<?>, EList<org.eclipse.emf.ecore.change.ListChange>) 	listChanges	B2	0/24
org.eclipse.emf.ecore.change.util.ListDifferenceAnalyzer	protected void createListChanges(EList<java.lang.Object>, EList<?>, EList<org.eclipse.emf.ecore.change.ListChange>) 	oldList	B2	0/24
org.eclipse.emf.codegen.jmerge.JPatternDictionary	protected void match(org.eclipse.jdt.core.jdom.IDOMNode) 	markupMap	B3	0/23
org.eclipse.emf.codegen.jmerge.JPatternDictionary	protected void match(org.eclipse.jdt.core.jdom.IDOMNode) 	markupMap	B13	0/10
org.eclipse.emf.codegen.jmerge.JPatternDictionary	protected void match(org.eclipse.jdt.core.jdom.IDOMNode) 	markupMap	B14	0/9
org.eclipse.emf.codegen.jmerge.JPatternDictionary	protected void match(org.eclipse.jdt.core.jdom.IDOMNode) 	markupMap	B15	0/7
org.eclipse.emf.codegen.jmerge.JPatternDictionary	protected void match(org.eclipse.jdt.core.jdom.IDOMNode) 	markupMap	B16	0/6
org.eclipse.emf.codegen.ecore.genmodel.impl.Literals	public static java.lang.String toClassLiteral(Class<?>, org.eclipse.emf.codegen.ecore.genmodel.GenModel) 	name	B6	0/22
org.eclipse.emf.edit.provider.ItemProviderAdapter.ResultAndAffectedObjectsWrappingCommand	protected Collection<? extends org.eclipse.emf.edit.provider.IWrapperItemProvider> wrapValues(Collection<?>, boolean) 	result	B1	0/22
org.eclipse.emf.edit.provider.ItemProviderAdapter.ResultAndAffectedObjectsWrappingCommand	protected Collection<? extends org.eclipse.emf.edit.provider.IWrapperItemProvider> wrapValues(Collection<?>, boolean) 	result	B2	0/19
org.eclipse.emf.edit.provider.ItemProviderAdapter.ResultAndAffectedObjectsWrappingCommand	protected Collection<? extends org.eclipse.emf.edit.provider.IWrapperItemProvider> wrapValues(Collection<?>, boolean) 	result	B10	0/8
org.eclipse.emf.edit.provider.ItemProviderAdapter.ResultAndAffectedObjectsWrappingCommand	protected Collection<? extends org.eclipse.emf.edit.provider.IWrapperItemProvider> wrapValues(Collection<?>, boolean) 	result	B12	0/6
org.eclipse.emf.edit.ui.provider.ExtendedImageRegistry	public org.eclipse.swt.graphics.Image getImage(java.lang.Object) 	imageDescriptor	B7	0/21
org.eclipse.emf.codegen.jet.JETEmitter.EclipseHelper	public static void initialize(org.eclipse.emf.common.util.Monitor, org.eclipse.emf.codegen.jet.JETEmitter) throws org.eclipse.emf.codegen.jet.JETException	theClass	B53	0/21
org.eclipse.emf.codegen.jet.JETEmitter.EclipseHelper	public static void initialize(org.eclipse.emf.common.util.Monitor, org.eclipse.emf.codegen.jet.JETEmitter) throws org.eclipse.emf.codegen.jet.JETException	theClass	B54	0/18
org.eclipse.emf.codegen.jet.JETEmitter.EclipseHelper	public static void initialize(org.eclipse.emf.common.util.Monitor, org.eclipse.emf.codegen.jet.JETEmitter) throws org.eclipse.emf.codegen.jet.JETException	theClass	B61	0/8
org.eclipse.emf.importer.rose.RoseImporter	protected void adjustGenModel(org.eclipse.emf.common.util.Monitor) 	genModel	B1	0/20
org.eclipse.emf.importer.rose.RoseImporter	protected void adjustGenModel(org.eclipse.emf.common.util.Monitor) 	projectLocation	B1	0/20
org.eclipse.emf.converter.ui.contribution.base.ModelConverterPackagePage	protected void validate() 	message	B1	0/20
org.eclipse.emf.converter.ui.contribution.base.ModelConverterPackagePage	protected void validate() 	message	B2	0/17
org.eclipse.emf.edit.provider.ReflectiveItemProvider	protected List<java.lang.String> parseName(java.lang.String, char) 	currentWord	B2	0/19
org.eclipse.emf.mapping.domain.AdapterFactoryMappingDomain	protected List<java.lang.String> parseName(java.lang.String, char) 	currentWord	B2	0/19
org.eclipse.emf.edit.provider.ItemProviderAdapter.ResultAndAffectedObjectsWrappingCommand	protected Collection<? extends org.eclipse.emf.edit.provider.IWrapperItemProvider> wrapValues(Collection<?>, boolean) 	i	B2	0/19
org.eclipse.emf.edit.provider.ItemProviderAdapter.ResultAndAffectedObjectsWrappingCommand	protected Collection<? extends org.eclipse.emf.edit.provider.IWrapperItemProvider> wrapValues(Collection<?>, boolean) 	i	B10	0/8
org.eclipse.emf.edit.provider.ItemProviderAdapter.ResultAndAffectedObjectsWrappingCommand	protected Collection<? extends org.eclipse.emf.edit.provider.IWrapperItemProvider> wrapValues(Collection<?>, boolean) 	i	B12	0/6
org.eclipse.emf.codegen.ecore.generator.Generator	private List<org.eclipse.emf.codegen.ecore.generator.Generator.GeneratorData> getGeneratorData(java.lang.Object, java.lang.Object, boolean, boolean, boolean, Set<java.lang.Object>) 	result	B1	0/18
org.eclipse.emf.codegen.ecore.genmodel.impl.GenPackageImpl.ValidatorHelper	protected void init() 	allBaseGenPackages	B1	0/18
org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditor	protected void initialize(org.eclipse.emf.codegen.ecore.genmodel.GenModel) 	jControlModel	B1	0/18
org.eclipse.emf.ecore.xml.type.impl.XMLTypePackageImpl	public void initializePackageContents() 	anyTypeEClass	B1	0/18
org.eclipse.emf.ecore.xml.type.impl.XMLTypePackageImpl	public void initializePackageContents() 	anyTypeEClass	B3	0/18
org.eclipse.emf.ecore.xml.type.impl.XMLTypePackageImpl	public void initializePackageContents() 	processingInstructionEClass	B1	0/18
org.eclipse.emf.ecore.xml.type.impl.XMLTypePackageImpl	public void initializePackageContents() 	processingInstructionEClass	B3	0/18
org.eclipse.emf.ecore.xml.type.impl.XMLTypePackageImpl	public void initializePackageContents() 	simpleAnyTypeEClass	B1	0/18
org.eclipse.emf.ecore.xml.type.impl.XMLTypePackageImpl	public void initializePackageContents() 	simpleAnyTypeEClass	B3	0/18
